amount,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Clusters,Category
467022,Male,No,30,Yes,Artist,1.0,Low,5.0,0,Below average
467023,Male,Yes,26,No,Doctor,8.0,Average,2.0,0,Below average
467025,Female,No,29,No,Engineer,1.0,Low,3.0,0,Below average
467044,Female,No,42,Yes,Marketing,0.0,Low,1.0,2,Good
467046,Female,No,30,No,Doctor,0.0,Low,5.0,0,Below average
467050,Female,No,18,No,Engineer,1.0,Low,5.0,0,Below average
467053,Male,No,18,No,Healthcare,5.0,Low,4.0,0,Below average
467058,Male,Yes,80,No,Executive,0.0,High,2.0,1, Average
467060,Male,No,35,No,Engineer,7.0,Low,2.0,0,Below average
467063,Male,Yes,45,Yes,Entertainment,1.0,Average,2.0,2,Good
467073,Male,No,42,Yes,Engineer,8.0,Low,1.0,2,Good
467078,Female,Yes,26,No,Healthcare,1.0,High,2.0,0,Below average
467079,Male,Yes,38,Yes,Artist,1.0,Low,2.0,2,Good
467084,Male,Yes,41,Yes,Artist,1.0,Average,7.0,2,Good
467085,Male,No,45,Yes,Entertainment,1.0,Low,2.0,2,Good
467088,Male,Yes,57,Yes,Artist,1.0,Low,1.0,2,Good
467092,Female,No,33,Yes,Healthcare,5.0,Low,4.0,0,Below average
467093,Female,Yes,51,Yes,Artist,8.0,Average,2.0,2,Good
467098,Male,Yes,85,No,Executive,1.0,Low,2.0,1, Average
467099,Female,No,30,No,Entertainment,0.0,Low,3.0,0,Below average
467107,Male,Yes,38,Yes,Engineer,1.0,Average,3.0,2,Good
467111,Male,Yes,66,Yes,Artist,1.0,Low,1.0,1, Average
467112,Male,No,40,Yes,Artist,0.0,Low,2.0,2,Good
467113,Male,Yes,83,Yes,Lawyer,1.0,Low,1.0,1, Average
467114,Male,Yes,61,Yes,Marketing,1.0,Average,3.0,1, Average
467116,Male,Yes,65,Yes,Executive,1.0,High,2.0,1, Average
467119,Male,Yes,37,No,Marketing,0.0,High,4.0,0,Below average
467121,Male,Yes,47,Yes,Doctor,0.0,Low,2.0,2,Good
467125,Male,Yes,51,No,Entertainment,1.0,Average,4.0,2,Good
467127,Male,Yes,73,No,Lawyer,1.0,Low,1.0,1, Average
467129,Female,No,49,No,Marketing,1.0,Average,3.0,2,Good
467132,Female,Yes,73,Yes,Engineer,0.0,Low,2.0,1, Average
467136,Male,Yes,37,No,Entertainment,1.0,Average,4.0,0,Below average
467137,Female,Yes,55,Yes,Engineer,0.0,Low,1.0,2,Good
467138,Female,No,32,No,Homemaker,12.0,Low,1.0,0,Below average
467139,Female,No,28,Yes,Artist,0.0,Low,3.0,0,Below average
467143,Female,No,50,No,Lawyer,0.0,Low,3.0,2,Good
467144,Male,Yes,38,Yes,Entertainment,1.0,Low,2.0,2,Good
467146,Female,No,28,No,Homemaker,8.0,Low,1.0,0,Below average
467147,Male,No,46,Yes,Entertainment,1.0,Low,1.0,2,Good
467153,Female,Yes,47,Yes,Artist,0.0,Low,2.0,2,Good
467157,Male,Yes,39,Yes,Executive,8.0,High,6.0,2,Good
467158,Female,No,26,No,Healthcare,1.0,Low,2.0,0,Below average
467159,Female,Yes,37,Yes,Homemaker,9.0,High,2.0,0,Below average
467160,Male,Yes,43,No,Homemaker,1.0,Average,2.0,2,Good
467165,Female,No,27,No,Homemaker,1.0,Low,1.0,0,Below average
467167,Male,Yes,69,Yes,Artist,1.0,Average,2.0,1, Average
467168,Male,Yes,47,Yes,Artist,9.0,Average,2.0,2,Good
467172,Male,No,36,Yes,Artist,9.0,Low,2.0,0,Below average
467180,Male,Yes,43,Yes,Healthcare,1.0,Low,3.0,2,Good
467183,Male,Yes,42,Yes,Entertainment,3.0,Average,4.0,2,Good
467185,Male,No,29,Yes,Artist,0.0,Low,3.0,0,Below average
467189,Female,Yes,45,Yes,Artist,1.0,High,4.0,2,Good
467193,Male,Yes,88,Yes,Artist,1.0,Low,2.0,1, Average
467201,Female,No,33,Yes,Engineer,1.0,Low,5.0,0,Below average
467202,Male,Yes,18,No,Doctor,0.0,Low,4.0,0,Below average
467208,Female,Yes,41,Yes,Homemaker,1.0,High,2.0,2,Good
467212,Female,No,28,Yes,Doctor,1.0,Low,3.0,0,Below average
467216,Female,No,30,Yes,Entertainment,0.0,Low,1.0,0,Below average
467217,Female,Yes,79,Yes,Lawyer,1.0,High,2.0,1, Average
467218,Female,No,27,Yes,Artist,8.0,Low,1.0,0,Below average
467223,Female,Yes,53,Yes,Engineer,0.0,Average,4.0,2,Good
467227,Female,No,43,Yes,Artist,14.0,Low,1.0,2,Good
467230,Male,No,19,No,Healthcare,1.0,Low,4.0,0,Below average
467232,Male,No,26,No,Entertainment,1.0,Low,2.0,0,Below average
467233,Female,No,67,No,Artist,1.0,Low,2.0,1, Average
467235,Female,No,32,Yes,Artist,1.0,Low,2.0,0,Below average
467238,Female,No,26,No,Doctor,7.0,Low,4.0,0,Below average
467239,Female,No,29,No,Engineer,0.0,Low,3.0,0,Below average
467241,Female,No,33,Yes,Artist,9.0,Low,1.0,0,Below average
467242,Male,No,22,No,Doctor,0.0,Low,3.0,0,Below average
467247,Female,No,27,No,Engineer,0.0,Low,2.0,0,Below average
467256,Male,No,30,No,Healthcare,1.0,Low,4.0,0,Below average
467260,Male,No,25,No,Doctor,8.0,Low,4.0,0,Below average
467263,Female,No,32,No,Marketing,1.0,Low,1.0,0,Below average
467268,Male,Yes,85,Yes,Lawyer,1.0,Low,1.0,1, Average
467275,Male,No,29,Yes,Healthcare,1.0,Low,2.0,0,Below average
467281,Male,Yes,56,Yes,Lawyer,0.0,Low,4.0,2,Good
467283,Male,Yes,52,Yes,Artist,0.0,Average,3.0,2,Good
467288,Female,No,25,No,Healthcare,1.0,Low,5.0,0,Below average
467296,Female,Yes,65,Yes,Artist,1.0,Average,2.0,1, Average
467300,Female,Yes,49,Yes,Artist,1.0,Low,1.0,2,Good
467301,Female,Yes,73,No,Lawyer,1.0,Low,2.0,1, Average
467303,Male,Yes,36,Yes,Doctor,2.0,Average,2.0,0,Below average
467309,Female,No,36,Yes,Engineer,4.0,Low,1.0,0,Below average
467311,Male,Yes,71,Yes,Lawyer,1.0,High,3.0,1, Average
467312,Female,Yes,55,Yes,Artist,0.0,Low,2.0,2,Good
467313,Male,Yes,35,Yes,Entertainment,1.0,Average,2.0,0,Below average
467314,Male,Yes,41,No,Artist,0.0,Average,2.0,2,Good
467317,Male,No,42,Yes,Artist,1.0,Low,1.0,2,Good
467318,Male,Yes,35,Yes,Doctor,1.0,Low,2.0,0,Below average
467322,Female,Yes,48,Yes,Artist,1.0,Average,2.0,2,Good
467325,Female,Yes,73,Yes,Lawyer,1.0,High,2.0,1, Average
467329,Female,No,40,Yes,Doctor,1.0,Low,1.0,2,Good
467338,Female,No,29,Yes,Healthcare,3.0,Low,6.0,0,Below average
467339,Male,No,62,Yes,Artist,1.0,Average,3.0,1, Average
467344,Male,Yes,89,Yes,Lawyer,0.0,Low,2.0,1, Average
467345,Male,Yes,86,Yes,Lawyer,0.0,Low,1.0,1, Average
467346,Male,Yes,38,Yes,Artist,0.0,Average,3.0,2,Good
467352,Male,Yes,45,Yes,Executive,0.0,High,4.0,2,Good
467355,Male,No,26,No,Healthcare,0.0,Low,4.0,0,Below average
467357,Male,Yes,55,Yes,Homemaker,1.0,Low,2.0,2,Good
467358,Female,Yes,52,Yes,Artist,1.0,Average,5.0,2,Good
467359,Male,Yes,43,Yes,Artist,5.0,Average,2.0,2,Good
467365,Male,No,35,Yes,Artist,1.0,Low,1.0,0,Below average
467367,Male,Yes,73,Yes,Lawyer,1.0,Low,2.0,1, Average
467369,Male,No,41,Yes,Artist,4.0,Low,3.0,2,Good
467373,Male,No,27,Yes,Healthcare,1.0,Low,1.0,0,Below average
467375,Male,Yes,35,Yes,Entertainment,6.0,Low,3.0,0,Below average
467378,Female,Yes,63,Yes,Artist,0.0,Average,2.0,1, Average
467384,Male,No,41,Yes,Homemaker,1.0,Low,1.0,2,Good
467385,Male,No,53,No,Artist,1.0,Low,2.0,2,Good
467389,Male,No,42,No,Engineer,0.0,Low,2.0,2,Good
467393,Female,Yes,46,Yes,Artist,0.0,Average,4.0,2,Good
467398,Male,Yes,38,No,Entertainment,0.0,Low,2.0,2,Good
467399,Male,Yes,25,Yes,Doctor,1.0,Low,3.0,0,Below average
467403,Female,Yes,40,Yes,Artist,7.0,Average,3.0,2,Good
467410,Female,Yes,55,Yes,Lawyer,1.0,Low,2.0,2,Good
467415,Female,No,29,Yes,Healthcare,0.0,Low,1.0,0,Below average
467419,Female,Yes,39,Yes,Artist,2.0,Low,1.0,2,Good
467421,Male,Yes,50,No,Doctor,1.0,Average,3.0,2,Good
467422,Female,Yes,61,Yes,Artist,1.0,Average,2.0,1, Average
467423,Male,Yes,56,Yes,Artist,0.0,Low,1.0,2,Good
467434,Male,No,40,Yes,Entertainment,1.0,Low,3.0,2,Good
467437,Female,Yes,86,Yes,Lawyer,0.0,High,2.0,1, Average
467438,Male,No,27,No,Entertainment,5.0,Low,3.0,0,Below average
467441,Male,No,35,Yes,Artist,1.0,Low,1.0,0,Below average
467442,Male,Yes,56,Yes,Artist,1.0,Average,2.0,2,Good
467444,Female,Yes,36,Yes,Artist,1.0,Low,2.0,0,Below average
467445,Male,Yes,32,No,Doctor,9.0,Low,2.0,0,Below average
467449,Female,Yes,85,Yes,Lawyer,1.0,Low,2.0,1, Average
467451,Female,Yes,51,Yes,Artist,0.0,Low,1.0,2,Good
467455,Female,No,41,Yes,Artist,8.0,Low,2.0,2,Good
467456,Male,Yes,42,No,Executive,5.0,High,4.0,2,Good
467457,Female,No,30,Yes,Marketing,0.0,Low,6.0,0,Below average
467459,Male,Yes,42,Yes,Executive,1.0,High,5.0,2,Good
467463,Female,Yes,42,Yes,Artist,9.0,Average,3.0,2,Good
467468,Female,No,25,No,Healthcare,1.0,Low,5.0,0,Below average
467472,Male,Yes,60,Yes,Executive,4.0,High,4.0,1, Average
467474,Male,No,18,No,Healthcare,2.0,Low,5.0,0,Below average
467479,Male,Yes,36,Yes,Executive,0.0,Average,4.0,0,Below average
467481,Male,Yes,49,Yes,Artist,0.0,Average,2.0,2,Good
467482,Male,Yes,42,Yes,Executive,1.0,High,3.0,2,Good
467487,Male,Yes,42,No,Artist,1.0,Average,5.0,2,Good
467488,Female,Yes,39,Yes,Entertainment,1.0,Average,2.0,2,Good
467492,Female,Yes,62,Yes,Doctor,1.0,Low,2.0,1, Average
467493,Male,Yes,47,Yes,Executive,0.0,High,4.0,2,Good
467499,Male,Yes,39,Yes,Artist,1.0,Low,3.0,2,Good
467500,Female,Yes,25,Yes,Artist,3.0,High,2.0,0,Below average
467503,Female,No,27,Yes,Artist,1.0,Low,4.0,0,Below average
467504,Female,No,31,No,Doctor,0.0,Low,4.0,0,Below average
467505,Male,Yes,36,Yes,Artist,0.0,Low,4.0,0,Below average
467510,Male,Yes,51,Yes,Entertainment,3.0,Low,3.0,2,Good
467511,Male,Yes,63,Yes,Entertainment,1.0,Low,1.0,1, Average
467514,Male,No,40,Yes,Artist,1.0,Low,4.0,2,Good
467518,Male,No,22,No,Doctor,1.0,Low,2.0,0,Below average
467532,Male,Yes,52,Yes,Artist,9.0,Low,1.0,2,Good
467533,Male,Yes,89,Yes,Lawyer,4.0,Low,1.0,1, Average
467537,Female,Yes,65,No,Lawyer,1.0,High,3.0,1, Average
467539,Male,Yes,48,Yes,Artist,1.0,Average,4.0,2,Good
467540,Male,Yes,48,Yes,Healthcare,1.0,Average,4.0,2,Good
467542,Male,No,31,Yes,Healthcare,8.0,Low,1.0,0,Below average
467557,Female,Yes,62,Yes,Artist,1.0,Average,2.0,1, Average
467559,Male,Yes,58,Yes,Executive,0.0,Average,4.0,2,Good
467565,Male,Yes,60,Yes,Artist,0.0,Low,3.0,1, Average
467569,Male,No,19,No,Healthcare,1.0,Low,4.0,0,Below average
467570,Male,No,18,No,Healthcare,14.0,Low,2.0,0,Below average
467576,Male,Yes,48,Yes,Doctor,1.0,Average,3.0,2,Good
467579,Male,No,35,Yes,Doctor,5.0,Low,1.0,0,Below average
467580,Male,No,27,Yes,Doctor,1.0,Low,3.0,0,Below average
467588,Male,Yes,60,Yes,Artist,0.0,Average,4.0,1, Average
467589,Male,No,32,No,Entertainment,0.0,Low,1.0,0,Below average
467592,Male,Yes,40,Yes,Entertainment,7.0,Low,2.0,2,Good
467595,Female,No,25,Yes,Healthcare,0.0,Low,1.0,0,Below average
467596,Male,Yes,42,No,Artist,1.0,Low,5.0,2,Good
467604,Male,No,26,No,Healthcare,8.0,Low,8.0,0,Below average
467608,Male,No,27,Yes,Engineer,6.0,Low,1.0,0,Below average
467609,Male,No,42,No,Artist,2.0,Low,4.0,2,Good
467610,Female,Yes,77,Yes,Lawyer,4.0,Low,1.0,1, Average
467612,Male,Yes,70,Yes,Executive,0.0,Low,2.0,1, Average
467614,Male,Yes,36,No,Artist,4.0,Average,2.0,0,Below average
467620,Male,Yes,57,Yes,Lawyer,6.0,Low,3.0,2,Good
467621,Male,Yes,76,Yes,Lawyer,1.0,Low,1.0,1, Average
467623,Male,Yes,77,Yes,Homemaker,0.0,High,2.0,1, Average
467629,Male,Yes,52,Yes,Artist,1.0,Low,1.0,2,Good
467635,Female,No,35,Yes,Artist,9.0,Low,1.0,0,Below average
467641,Male,Yes,43,Yes,Doctor,9.0,Average,2.0,2,Good
467643,Male,No,43,Yes,Artist,14.0,Low,1.0,2,Good
467654,Female,Yes,62,Yes,Artist,1.0,High,4.0,1, Average
467657,Male,No,21,No,Healthcare,0.0,Low,4.0,0,Below average
467658,Male,No,23,No,Healthcare,0.0,Low,4.0,0,Below average
467659,Male,Yes,65,Yes,Entertainment,0.0,Average,2.0,1, Average
467664,Male,Yes,35,Yes,Executive,4.0,High,4.0,0,Below average
467666,Male,Yes,48,Yes,Executive,4.0,High,3.0,2,Good
467667,Male,Yes,33,No,Doctor,9.0,Low,2.0,0,Below average
467669,Male,Yes,82,No,Lawyer,1.0,High,2.0,1, Average
467673,Male,Yes,45,No,Executive,1.0,High,4.0,2,Good
467678,Male,No,56,No,Marketing,1.0,Low,2.0,2,Good
467679,Female,Yes,49,Yes,Artist,1.0,Average,4.0,2,Good
467683,Male,Yes,30,Yes,Healthcare,8.0,High,3.0,0,Below average
467684,Male,No,37,Yes,Healthcare,8.0,Low,3.0,0,Below average
467685,Male,Yes,51,No,Marketing,0.0,High,6.0,2,Good
467693,Male,Yes,59,Yes,Entertainment,5.0,High,5.0,2,Good
467694,Male,Yes,56,Yes,Executive,0.0,High,2.0,2,Good
467699,Female,Yes,29,Yes,Doctor,0.0,Average,2.0,0,Below average
467705,Male,Yes,31,Yes,Artist,1.0,Low,2.0,0,Below average
467706,Female,Yes,35,Yes,Artist,1.0,Average,4.0,0,Below average
467707,Male,Yes,89,Yes,Lawyer,7.0,High,2.0,1, Average
467710,Female,No,38,Yes,Artist,9.0,Low,4.0,2,Good
467715,Male,Yes,45,Yes,Executive,4.0,High,3.0,2,Good
467721,Male,No,37,Yes,Entertainment,0.0,Low,1.0,0,Below average
467723,Male,Yes,74,No,Executive,1.0,Low,7.0,1, Average
467726,Male,Yes,82,Yes,Lawyer,0.0,High,2.0,1, Average
467727,Male,Yes,53,Yes,Artist,7.0,High,4.0,2,Good
467728,Female,Yes,43,No,Engineer,0.0,High,5.0,2,Good
467729,Male,Yes,62,Yes,Entertainment,2.0,Average,6.0,1, Average
467733,Male,Yes,56,No,Executive,8.0,High,3.0,2,Good
467734,Male,Yes,88,Yes,Lawyer,3.0,High,2.0,1, Average
467735,Male,No,28,Yes,Doctor,0.0,Low,2.0,0,Below average
467737,Female,Yes,51,Yes,Entertainment,5.0,Average,2.0,2,Good
467739,Female,Yes,60,No,Artist,0.0,Average,4.0,1, Average
467740,Male,No,19,No,Healthcare,0.0,Low,3.0,0,Below average
467741,Male,No,23,No,Healthcare,1.0,Low,3.0,0,Below average
467749,Male,No,20,No,Healthcare,0.0,Low,9.0,0,Below average
467763,Female,No,50,Yes,Artist,1.0,Low,1.0,2,Good
467767,Female,No,21,No,Marketing,4.0,Low,4.0,0,Below average
467768,Male,Yes,62,Yes,Doctor,0.0,Average,2.0,1, Average
467769,Female,No,36,Yes,Doctor,1.0,Low,1.0,0,Below average
467772,Female,No,31,No,Marketing,0.0,Low,2.0,0,Below average
467779,Male,Yes,52,Yes,Doctor,4.0,Average,3.0,2,Good
467789,Male,No,20,No,Healthcare,1.0,Low,5.0,0,Below average
467798,Female,No,23,No,Homemaker,1.0,Low,2.0,0,Below average
467802,Female,Yes,48,Yes,Artist,1.0,High,5.0,2,Good
467803,Female,Yes,40,Yes,Entertainment,6.0,Average,2.0,2,Good
467806,Male,Yes,55,Yes,Artist,1.0,High,2.0,2,Good
467808,Female,Yes,62,Yes,Artist,1.0,Average,2.0,1, Average
467812,Male,No,48,Yes,Artist,0.0,Low,1.0,2,Good
467813,Male,Yes,36,Yes,Entertainment,1.0,Low,2.0,0,Below average
467815,Female,Yes,73,Yes,Artist,0.0,Low,2.0,1, Average
467825,Female,No,23,No,Marketing,0.0,Low,8.0,0,Below average
467828,Female,Yes,25,Yes,Artist,0.0,Average,2.0,0,Below average
467838,Male,Yes,60,Yes,Artist,0.0,Average,2.0,1, Average
467848,Male,No,37,Yes,Artist,14.0,Low,1.0,0,Below average
467849,Female,Yes,39,Yes,Doctor,0.0,Low,1.0,2,Good
467852,Female,No,39,Yes,Artist,12.0,Low,1.0,2,Good
467856,Male,Yes,58,Yes,Artist,0.0,Low,2.0,2,Good
467860,Female,No,33,Yes,Entertainment,0.0,Low,1.0,0,Below average
467861,Female,No,29,No,Artist,1.0,Low,4.0,0,Below average
467864,Female,Yes,66,Yes,Lawyer,1.0,High,2.0,1, Average
467865,Female,No,40,Yes,Artist,2.0,Low,1.0,2,Good
467868,Female,Yes,66,Yes,Entertainment,0.0,High,2.0,1, Average
467876,Female,Yes,50,Yes,Artist,9.0,High,2.0,2,Good
467879,Female,Yes,51,Yes,Artist,1.0,High,4.0,2,Good
467880,Female,Yes,50,Yes,Artist,0.0,Average,2.0,2,Good
467882,Female,No,39,Yes,Artist,1.0,Low,1.0,2,Good
467883,Female,Yes,46,Yes,Artist,0.0,Average,2.0,2,Good
467888,Male,No,29,No,Doctor,0.0,Low,4.0,0,Below average
467891,Female,No,29,Yes,Doctor,0.0,Low,5.0,0,Below average
467892,Male,No,23,No,Doctor,1.0,Low,5.0,0,Below average
467894,Male,Yes,57,Yes,Artist,1.0,Average,2.0,2,Good
467895,Female,No,31,Yes,Healthcare,1.0,Low,4.0,0,Below average
467898,Female,Yes,69,Yes,Artist,1.0,Low,1.0,1, Average
467901,Female,No,28,Yes,Entertainment,0.0,Low,4.0,0,Below average
467904,Female,No,31,Yes,Artist,14.0,Low,1.0,0,Below average
467905,Male,Yes,37,Yes,Executive,0.0,High,3.0,0,Below average
467911,Male,Yes,58,Yes,Healthcare,0.0,Low,4.0,2,Good
467913,Male,Yes,48,Yes,Artist,3.0,Low,1.0,2,Good
467915,Female,No,18,No,Doctor,1.0,Low,4.0,0,Below average
467917,Female,No,27,Yes,Healthcare,2.0,Low,4.0,0,Below average
467927,Male,No,30,Yes,Doctor,8.0,Low,6.0,0,Below average
467929,Female,Yes,36,Yes,Artist,1.0,Average,2.0,0,Below average
467930,Male,Yes,45,Yes,Entertainment,4.0,Average,2.0,2,Good
467932,Female,No,26,No,Healthcare,1.0,Low,4.0,0,Below average
467933,Female,No,23,No,Healthcare,0.0,Low,3.0,0,Below average
467934,Female,No,42,Yes,Artist,0.0,Low,1.0,2,Good
467938,Male,Yes,46,Yes,Entertainment,5.0,Low,1.0,2,Good
467940,Female,No,27,No,Marketing,8.0,Low,4.0,0,Below average
467946,Female,Yes,42,Yes,Artist,0.0,Low,2.0,2,Good
467948,Female,No,19,No,Healthcare,0.0,Low,3.0,0,Below average
467949,Male,No,21,No,Healthcare,1.0,Low,4.0,0,Below average
467950,Female,No,35,Yes,Entertainment,1.0,Low,2.0,0,Below average
467954,Male,No,29,No,Healthcare,9.0,Low,4.0,0,Below average
467958,Female,No,35,Yes,Doctor,1.0,Low,1.0,0,Below average
467960,Female,No,53,Yes,Entertainment,1.0,Low,2.0,2,Good
467961,Male,Yes,47,Yes,Executive,1.0,High,5.0,2,Good
467968,Female,No,43,Yes,Healthcare,9.0,Low,3.0,2,Good
